UF,COD_UF,COD_AREA,COD_IBGE,CIDADE,CAPITAL,PRESTADORA,TCN_2G,TCN_3G,TCN_4G,TCN_5G
Rio Grande do Sul,43,51,4304697,Capitão,NÃO,TIM,null,null,1,null
Piauí,22,89,2205953,Marcolândia,NÃO,CLARO,1,1,1,null
Mato Grosso,51,66,5107008,Poxoréu,NÃO,TIM,1,null,1,null
Paraná,41,44,4107504,Engenheiro Beltrão,NÃO,GIGA+,null,null,1,null
Minas Gerais,31,35,3127404,Gonçalves,NÃO,ALGAR,null,1,null,null
Mato Grosso,51,66,5104807,Jaciara,NÃO,TIM,4,1,2,null
Alagoas,27,82,2700300,Arapiraca,NÃO,BRISANET,null,null,2,2
Goiás,52,64,5204250,Cachoeira Dourada,NÃO,TIM,1,1,2,null
Minas Gerais,31,38,3146255,Padre Carvalho,NÃO,TIM,null,null,1,null
Goiás,52,62,5200175,Água Fria de Goiás,NÃO,TIM,null,null,1,null
Bahia,29,75,2920809,Marcionílio Souza,NÃO,CLARO,1,2,1,null
Minas Gerais,31,32,3121902,Divinésia,NÃO,VIVO,1,1,1,null
Paraná,41,42,4120101,Porto Amazonas,NÃO,CLARO,null,1,1,null
Ceará,23,88,2301257,Ararendá,NÃO,BRISANET,null,null,2,1
Santa Catarina,42,47,4207106,Ilhota,NÃO,TIM,2,2,2,1
Minas Gerais,31,31,3158508,Santana de Pirapama,NÃO,TIM,null,1,1,null
Tocantins,17,63,1713304,Miranorte,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2501153,Areia de Baraúnas,NÃO,VIVO,1,1,1,null
Piauí,22,89,2206902,Novo Oriente do Piauí,NÃO,TIM,1,1,1,null
Paraíba,25,83,2502003,Belém do Brejo do Cruz,NÃO,TIM,1,1,1,null
Paraná,41,44,4126702,Tamboara,NÃO,CLARO,null,1,null,null
Rio Grande do Sul,43,55,4315057,Porto Mauá,NÃO,CLARO,1,null,1,null
Pará,15,91,1508126,Ulianópolis,NÃO,TIM,1,null,6,null
Minas Gerais,31,32,3162500,São João del Rei,NÃO,TIM,4,5,15,4
Sergipe,28,79,2802809,Indiaroba,NÃO,TIM,null,1,1,null
Santa Catarina,42,49,4203154,Calmon,NÃO,TIM,1,3,3,null
Bahia,29,77,2912202,Ibicoara,NÃO,TIM,2,2,1,null
Minas Gerais,31,33,3158102,Santa Maria do Salto,NÃO,TIM,null,1,1,null
Ceará,23,85,2304285,Eusébio,NÃO,VIVO,16,20,17,11
Bahia,29,77,2900504,Érico Cardoso,NÃO,VIVO,null,1,1,null
Santa Catarina,42,49,4213153,Planalto Alegre,NÃO,CLARO,1,1,1,null
Santa Catarina,42,48,4211504,Nova Trento,NÃO,CLARO,3,2,3,null
Minas Gerais,31,33,3135456,Jenipapo de Minas,NÃO,CLARO,1,1,1,null
Santa Catarina,42,48,4200606,Águas Mornas,NÃO,VIVO,2,1,2,null
Amapá,16,96,1600238,Ferreira Gomes,NÃO,TIM,null,null,1,null
Piauí,22,89,2205565,Lagoa do Barro do Piauí,NÃO,TIM,null,null,1,null
Ceará,23,88,2300804,Antonina do Norte,NÃO,BRISANET,null,null,1,1
Bahia,29,77,2903508,Belo Campo,NÃO,CLARO,1,1,1,null
Maranhão,21,99,2104404,Gonçalves Dias,NÃO,VIVO,null,1,1,null
São Paulo,35,19,3527306,Louveira,NÃO,TIM,2,4,6,null
Ceará,23,88,2308401,Missão Velha,NÃO,VIVO,3,5,6,null
Minas Gerais,31,33,3130556,Imbé de Minas,NÃO,TIM,null,null,2,null
Bahia,29,77,2931806,Tremedal,NÃO,CLARO,1,1,1,null
Goiás,52,64,5200134,Acreúna,NÃO,TIM,3,3,4,null
Minas Gerais,31,37,3170602,Vargem Bonita,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,54,4305108,Caxias do Sul,NÃO,VIVO,41,51,78,73
Mato Grosso do Sul,50,67,5007109,Ribas do Rio Pardo,NÃO,TIM,1,null,1,null
Piauí,22,86,2206696,Murici dos Portelas,NÃO,TIM,null,null,1,null
Ceará,23,85,2309805,Pacoti,NÃO,TIM,1,1,2,null
Bahia,29,75,2921302,Milagres,NÃO,CLARO,2,2,2,null
Pará,15,94,1507755,Sapucaia,NÃO,TIM,null,1,1,null
Santa Catarina,42,49,4208955,Jardinópolis,NÃO,VIVO,null,1,1,null
Santa Catarina,42,48,4216602,São José,NÃO,CLARO,19,43,44,20
São Paulo,35,19,3543907,Rio Claro,NÃO,TIM,8,9,30,6
São Paulo,35,12,3503505,Areias,NÃO,VIVO,1,1,1,null
Bahia,29,74,2933109,Várzea do Poço,NÃO,CLARO,null,2,null,null
Tocantins,17,63,1720903,Taguatinga,NÃO,VIVO,1,null,1,null
Paraná,41,44,4111605,Ivatuba,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3101300,Alagoa,NÃO,ALGAR,null,1,null,null
Paraíba,25,83,2502052,Bernardino Batista,NÃO,VIVO,null,1,null,null
Paraná,41,43,4102406,Bandeirantes,NÃO,VIVO,1,1,1,null
Rio Grande do Norte,24,84,2411908,São Francisco do Oeste,NÃO,VIVO,null,1,null,null
Mato Grosso,51,66,5107305,São José do Rio Claro,NÃO,TIM,2,null,2,null
Ceará,23,88,2308708,Morada Nova,NÃO,BRISANET,null,null,6,6
Pernambuco,26,81,2605400,Feira Nova,NÃO,TIM,1,1,1,null
Piauí,22,86,2202174,Campo Largo do Piauí,NÃO,TIM,null,null,1,null
Piauí,22,86,2206951,Novo Santo Antônio,NÃO,TIM,null,null,1,null
Bahia,29,77,2920304,Malhada de Pedras,NÃO,TIM,null,null,1,null
Minas Gerais,31,32,3116209,Chiador,NÃO,TIM,null,null,1,null
Espírito Santo,32,27,3203502,Montanha,NÃO,VIVO,2,3,4,null
Minas Gerais,31,32,3122009,Divino,NÃO,TIM,1,1,2,null
São Paulo,35,17,3535101,Palmares Paulista,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,55,4305702,Condor,NÃO,CLARO,1,1,1,null
Minas Gerais,31,35,3134509,Itutinga,NÃO,CLARO,null,1,1,null
Rio Grande do Sul,43,51,4313656,Palmares do Sul,NÃO,VIVO,3,2,5,null
Tocantins,17,63,1702901,Axixá do Tocantins,NÃO,TIM,1,null,1,null
Santa Catarina,42,47,4214706,Rio dos Cedros,NÃO,CLARO,1,2,2,null
Maranhão,21,98,2111722,Satubinha,NÃO,TIM,null,null,1,null
Rio Grande do Norte,24,84,2409506,Pedra Grande,NÃO,VIVO,null,1,null,null
Ceará,23,88,2300705,Alto Santo,NÃO,CLARO,1,1,1,null
Alagoas,27,82,2702108,Colônia Leopoldina,NÃO,VIVO,1,1,1,null
Rio Grande do Sul,43,55,4317103,Sant'Ana do Livramento,NÃO,CLARO,3,8,8,null
Paraná,41,42,4120309,Porto Vitória,NÃO,VIVO,null,2,2,null
Paraná,41,42,4120150,Porto Barreiro,NÃO,TIM,null,3,3,null
Minas Gerais,31,35,3129905,Ibitiúra de Minas,NÃO,ALGAR,null,1,null,null
Bahia,29,75,2923308,Ouriçangas,NÃO,TIM,null,null,1,null
Maranhão,21,98,2101350,Bacurituba,NÃO,TIM,null,null,1,null
Pernambuco,26,87,2606606,Ibimirim,NÃO,VIVO,null,1,null,null
Minas Gerais,31,38,3157609,Santa Fé de Minas,NÃO,VIVO,1,1,1,null
Paraná,41,45,4124053,Santa Terezinha de Itaipu,NÃO,TIM,2,2,2,2
Rio Grande do Sul,43,51,4305132,Cerro Branco,NÃO,CLARO,1,1,1,null
Pernambuco,26,87,2611002,Petrolândia,NÃO,TIM,3,3,3,null
Piauí,22,89,2205201,Jaicós,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4317905,Santo Cristo,NÃO,TIM,1,null,1,null
Rio Grande do Norte,24,84,2405108,Jandaíra,NÃO,TIM,null,1,1,null
Minas Gerais,31,37,3138807,Luz,NÃO,TIM,6,2,1,null
Rondônia,11,69,1100403,Alto Paraíso,NÃO,VIVO,1,1,2,null
Rio Grande do Sul,43,51,4302659,Brochier,NÃO,CLARO,1,1,1,null
Bahia,29,75,2922508,Nazaré,NÃO,VIVO,1,1,1,null
Minas Gerais,31,38,3120300,Cristália,NÃO,TIM,null,null,1,null
Pernambuco,26,87,2601003,Angelim,NÃO,CLARO,1,1,1,null
Sergipe,28,79,2805406,Poço Redondo,NÃO,TIM,null,1,2,null
São Paulo,35,14,3527504,Lucianópolis,NÃO,TIM,null,1,1,null
Minas Gerais,31,33,3123528,Durandé,NÃO,TIM,null,null,1,null
Minas Gerais,31,32,3125002,Ewbank da Câmara,NÃO,VIVO,1,1,1,null
Goiás,52,64,5209150,Gouvelândia,NÃO,TIM,1,null,3,null
Mato Grosso,51,66,5106208,Nova Brasilândia,NÃO,VIVO,null,null,2,null
São Paulo,35,14,3529807,Mineiros do Tietê,NÃO,CLARO,1,1,1,null
São Paulo,35,14,3546405,Santa Cruz do Rio Pardo,NÃO,CLARO,5,6,9,null
Ceará,23,85,2303501,Cascavel,NÃO,TIM,4,3,5,1
Bahia,29,75,2928950,São Domingos,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3552007,Silveiras,NÃO,TIM,5,4,2,null
Bahia,29,74,2905503,Caldeirão Grande,NÃO,VIVO,1,1,1,null
Mato Grosso do Sul,50,67,5006002,Nova Alvorada do Sul,NÃO,CLARO,3,3,3,null
Ceará,23,85,2313757,Umirim,NÃO,VIVO,null,3,3,null
Rio de Janeiro,33,24,3304128,Quatis,NÃO,VIVO,1,3,3,null
Paraná,41,44,4115101,Mariluz,NÃO,TIM,1,3,3,null
Rio Grande do Sul,43,55,4308458,Fortaleza dos Valos,NÃO,CLARO,2,1,2,null
Rio Grande do Norte,24,84,2402709,Cerro Corá,NÃO,TIM,1,1,1,null
Goiás,52,62,5214606,Niquelândia,NÃO,VIVO,3,3,5,null
Amazonas,13,97,1301704,Humaitá,NÃO,CLARO,2,3,4,null
Goiás,52,62,5203203,Barro Alto,NÃO,TIM,3,null,6,null
Pernambuco,26,81,2611804,Ribeirão,NÃO,CLARO,2,2,2,1
Santa Catarina,42,47,4208906,Jaraguá do Sul,NÃO,TIM,10,22,28,21
Rondônia,11,69,1101476,Primavera de Rondônia,NÃO,TIM,1,null,1,null
Bahia,29,73,2904704,Buerarema,NÃO,TIM,1,2,2,null
Minas Gerais,31,31,3109006,Brumadinho,NÃO,VIVO,7,13,16,null
São Paulo,35,17,3503950,Aspásia,NÃO,TIM,null,1,1,null
São Paulo,35,14,3519253,Iaras,NÃO,VIVO,2,2,2,null
Goiás,52,62,5212055,Jesúpolis,NÃO,TIM,null,null,1,null
Paraná,41,44,4125357,São Jorge do Patrocínio,NÃO,CLARO,null,1,null,null
Maranhão,21,98,2110039,Santa Luzia do Paruá,NÃO,TIM,null,null,1,null
Bahia,29,75,2900405,Água Fria,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3120870,Curral de Dentro,NÃO,TIM,null,null,1,null
Pará,15,91,1502756,Concórdia do Pará,NÃO,VIVO,1,2,3,null
Goiás,52,62,5214002,Mozarlândia,NÃO,TIM,1,1,3,null
Santa Catarina,42,49,4205605,Galvão,NÃO,TIM,1,2,2,null
Bahia,29,74,2918357,João Dourado,NÃO,TIM,2,6,4,null
Minas Gerais,31,38,3139250,Mamonas,NÃO,TIM,1,1,1,null
Paraíba,25,83,2511905,Pitimbu,NÃO,CLARO,1,2,2,null
Sergipe,28,79,2802502,General Maynard,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3164001,São Pedro dos Ferros,NÃO,VIVO,1,2,2,null
Rio Grande do Sul,43,51,4316758,Santa Clara do Sul,NÃO,VIVO,null,1,1,null
Bahia,29,75,2919306,Lençóis,NÃO,CLARO,1,2,1,null
Minas Gerais,31,31,3156700,Sabará,NÃO,VIVO,9,10,22,4
Paraíba,25,83,2511103,Pedra Lavrada,NÃO,CLARO,null,1,1,null
Pará,15,94,1506583,Santa Maria das Barreiras,NÃO,CLARO,null,1,1,null
Rio Grande do Norte,24,84,2401503,Barcelona,NÃO,TIM,null,1,1,null
Minas Gerais,31,35,3110608,Cambuí,NÃO,TIM,2,1,1,null
Pernambuco,26,87,2602100,Bom Conselho,NÃO,TIM,2,2,2,null
Alagoas,27,82,2709152,Teotônio Vilela,NÃO,TIM,2,2,2,null
Piauí,22,86,2209807,São Gonçalo do Piauí,NÃO,TIM,null,null,1,null
Mato Grosso,51,66,5104542,Itanhangá,NÃO,VIVO,null,null,1,null
Piauí,22,86,2205557,Lagoa Alegre,NÃO,VIVO,null,1,null,null
Bahia,29,77,2913408,Igaporã,NÃO,VIVO,null,null,1,null
Paraná,41,44,4101705,Araruna,NÃO,TIM,2,3,3,null
São Paulo,35,14,3529807,Mineiros do Tietê,NÃO,VIVO,3,3,3,null
Mato Grosso,51,66,5108303,União do Sul,NÃO,TIM,1,null,2,null
Minas Gerais,31,33,3148707,Pedra Azul,NÃO,CLARO,2,1,2,null
Paraná,41,42,4121752,Reserva do Iguaçu,NÃO,VIVO,null,1,1,null
Minas Gerais,31,33,3149952,Periquito,NÃO,VIVO,1,3,4,null
Espírito Santo,32,27,3204658,São Domingos do Norte,NÃO,TIM,3,5,3,null
Minas Gerais,31,35,3158300,Santana da Vargem,NÃO,TIM,1,1,1,null
Minas Gerais,31,35,3165404,Sapucaí-Mirim,NÃO,ALGAR,null,1,null,null
Ceará,23,88,2303204,Caririaçu,NÃO,TIM,2,2,3,null
São Paulo,35,17,3555703,União Paulista,NÃO,TIM,null,1,1,null
Maranhão,21,98,2104651,Governador Newton Bello,NÃO,TIM,1,1,1,null
Ceará,23,88,2302404,Boa Viagem,NÃO,BRISANET,null,null,6,6
Goiás,52,62,5200555,Alto Horizonte,NÃO,TIM,1,2,3,null
Piauí,22,89,2211605,Vila Nova do Piauí,NÃO,VIVO,null,1,1,null
São Paulo,35,17,3555703,União Paulista,NÃO,VIVO,1,1,1,null
Mato Grosso do Sul,50,67,5002209,Bonito,NÃO,VIVO,2,2,3,1
Paraná,41,42,4110102,Imbituva,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4322525,Vale Verde,NÃO,CLARO,1,null,1,null
Paraná,41,44,4122602,Rondon,NÃO,CLARO,2,1,2,null
Tocantins,17,63,1703867,Cariri do Tocantins,NÃO,TIM,1,1,3,null
Minas Gerais,31,38,3149150,Pedras de Maria da Cruz,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,55,4313425,Novo Machado,NÃO,TIM,2,2,2,null
Bahia,29,77,2904407,Brejolândia,NÃO,TIM,null,null,1,null
Rio Grande do Norte,24,84,2401651,Bodó,NÃO,CLARO,null,1,null,null
Rio Grande do Sul,43,55,4316303,Roque Gonzales,NÃO,CLARO,2,null,2,null
Goiás,52,62,5215256,Novo Planalto,NÃO,VIVO,1,1,1,null
Bahia,29,77,2918753,Lagoa Real,NÃO,CLARO,1,1,1,null
Bahia,29,71,2930709,Simões Filho,NÃO,BRISANET,null,null,1,1
Santa Catarina,42,47,4215109,Rodeio,NÃO,CLARO,2,2,2,null
Rio de Janeiro,33,22,3301207,Carmo,NÃO,CLARO,1,3,3,null
Rio Grande do Sul,43,51,4311734,Mampituba,NÃO,CLARO,2,1,2,null
Bahia,29,77,2913408,Igaporã,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,55,4318101,São Francisco de Assis,NÃO,CLARO,3,1,3,null
Minas Gerais,31,31,3110004,Caeté,NÃO,CLARO,8,6,8,null
Pará,15,91,1508126,Ulianópolis,NÃO,VIVO,1,null,1,null
Paraná,41,44,4107702,Fênix,NÃO,TIM,1,2,2,null
Piauí,22,89,2204006,Francinópolis,NÃO,VIVO,null,1,1,null
Minas Gerais,31,35,3117207,Conceição das Pedras,NÃO,VIVO,1,1,1,null
Paraíba,25,83,2513851,Santo André,NÃO,TIM,null,1,1,null
São Paulo,35,17,3533254,Novais,NÃO,VIVO,1,1,1,null
Sergipe,28,79,2806800,São Domingos,NÃO,TIM,null,null,1,null
Minas Gerais,31,31,3140902,Matipó,NÃO,TIM,2,null,null,null
Piauí,22,89,2201572,Belém do Piauí,NÃO,TIM,null,null,1,null
Paraná,41,42,4111407,Ivaí,NÃO,TIM,1,2,2,null
São Paulo,35,11,3528502,Mairiporã,NÃO,TIM,9,12,19,5
Rio Grande do Norte,24,84,2405504,Jardim de Angicos,NÃO,TIM,null,null,1,null
Rio Grande do Norte,24,84,2412104,São João do Sabugi,NÃO,TIM,1,1,1,null
Mato Grosso,51,66,5100201,Água Boa,NÃO,CLARO,1,3,4,null
Paraná,41,44,4121356,Rancho Alegre D'Oeste,NÃO,TIM,1,2,1,null
Goiás,52,64,5206909,Davinópolis,NÃO,CLARO,1,1,1,null
Minas Gerais,31,32,3105608,Barbacena,NÃO,CLARO,13,14,15,null
Paraná,41,44,4112405,Japurá,NÃO,TIM,1,1,1,1
Tocantins,17,63,1702554,Augustinópolis,NÃO,CLARO,1,2,1,null
Bahia,29,77,2931004,Tanhaçu,NÃO,TIM,null,1,2,null
Rio Grande do Sul,43,55,4314456,Pinhal,NÃO,TIM,null,null,1,null
São Paulo,35,18,3548401,Santópolis do Aguapeí,NÃO,TIM,2,1,1,null
Rio Grande do Norte,24,84,2401602,Bento Fernandes,NÃO,BRISANET,null,null,1,null
Bahia,29,77,2907400,Catolândia,NÃO,VIVO,1,1,1,null
São Paulo,35,16,3524105,Ituverava,NÃO,TIM,1,4,6,null
Goiás,52,62,5200555,Alto Horizonte,NÃO,CLARO,null,1,1,null
Piauí,22,89,2203230,Currais,NÃO,TIM,1,null,1,null
Amazonas,13,92,1303957,São Sebastião do Uatumã,NÃO,VIVO,1,1,1,null
Pará,15,93,1508357,Vitória do Xingu,NÃO,CLARO,2,1,2,null
Minas Gerais,31,33,3161056,São Félix de Minas,NÃO,VIVO,null,1,1,null
Rio Grande do Sul,43,54,4302006,Barros Cassal,NÃO,TIM,1,null,1,null
Ceará,23,88,2304004,Coreaú,NÃO,TIM,null,null,2,null
São Paulo,35,17,3500907,Altair,NÃO,CLARO,1,2,2,null
Minas Gerais,31,33,3171907,Virgolândia,NÃO,VIVO,null,2,2,null
Rio Grande do Sul,43,51,4305355,Charqueadas,NÃO,VIVO,5,6,7,5
Bahia,29,74,2925600,Presidente Dutra,NÃO,TIM,null,2,2,null
Minas Gerais,31,34,3157708,Santa Juliana,NÃO,ALGAR,2,1,1,null
Pernambuco,26,81,2604908,Cumaru,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,54,4302253,Boa Vista do Sul,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3150539,Pingo-d'Água,NÃO,CLARO,1,null,1,null
Pará,15,91,1503077,Garrafão do Norte,NÃO,TIM,null,null,4,null
Paraíba,25,83,2515609,Serra da Raiz,NÃO,TIM,null,1,1,null
Bahia,29,77,2912509,Ibipitanga,NÃO,CLARO,1,1,1,null
Minas Gerais,31,34,3112604,Capinópolis,NÃO,TIM,1,1,1,null
Rio Grande do Sul,43,51,4321501,Torres,NÃO,CLARO,6,10,11,null
Tocantins,17,63,1710508,Itacajá,NÃO,TIM,null,1,1,null
São Paulo,35,19,3500303,Aguaí,NÃO,VIVO,2,5,5,null
Minas Gerais,31,33,3126752,Franciscópolis,NÃO,TIM,null,1,2,null
Mato Grosso,51,66,5107248,Santa Carmem,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3122355,Divisa Alegre,NÃO,TIM,null,null,1,null
Pará,15,93,1503754,Jacareacanga,NÃO,CLARO,1,1,1,null
Piauí,22,89,2209401,Santo Antônio de Lisboa,NÃO,CLARO,null,1,1,null
São Paulo,35,17,3517901,Guaraci,NÃO,VIVO,3,1,1,null
Bahia,29,75,2929602,Sapeaçu,NÃO,TIM,2,1,2,null
Piauí,22,86,2204600,Hugo Napoleão,NÃO,BRISANET,null,null,1,1
Ceará,23,85,2305100,Guaramiranga,NÃO,CLARO,2,1,2,null
Paraíba,25,83,2503209,Cabedelo,NÃO,VIVO,15,18,15,10
Alagoas,27,82,2708907,Satuba,NÃO,VIVO,2,3,2,null
Maranhão,21,99,2106607,Matões,NÃO,VIVO,null,null,1,null
Minas Gerais,31,35,3139003,Machado,NÃO,CLARO,6,4,5,null
Minas Gerais,31,35,3102001,Alterosa,NÃO,VIVO,2,2,2,null
Santa Catarina,42,47,4202909,Brusque,NÃO,CLARO,8,29,29,null
Goiás,52,62,5221700,Uruana,NÃO,TIM,1,null,2,null
Ceará,23,85,2300150,Acarape,NÃO,TIM,1,1,1,null
Piauí,22,89,2210706,Simões,NÃO,TIM,1,1,1,null
Mato Grosso,51,65,5106232,Nova Olímpia,NÃO,TIM,1,null,1,null
Minas Gerais,31,32,3128501,Guarará,NÃO,VIVO,null,1,1,null
Alagoas,27,82,2707503,Porto Real do Colégio,NÃO,TIM,4,2,3,null
Ceará,23,88,2304350,Forquilha,NÃO,BRISANET,null,null,2,2
Alagoas,27,82,2705606,Novo Lino,NÃO,CLARO,1,1,1,null
Paraíba,25,83,2514909,São Mamede,NÃO,BRISANET,null,null,1,1
Maranhão,21,98,2109304,Presidente Vargas,NÃO,VIVO,2,2,1,null
Maranhão,21,98,2113009,Vitorino Freire,NÃO,CLARO,null,1,1,null
São Paulo,35,14,3507308,Boracéia,NÃO,CLARO,1,1,1,null
Pará,15,94,1501253,Bannach,NÃO,CLARO,null,1,null,null
Santa Catarina,42,49,4202081,Bandeirante,NÃO,TIM,null,2,2,null
Maranhão,21,99,2104503,Governador Archer,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4306767,Eldorado do Sul,NÃO,TIM,4,null,9,null
Minas Gerais,31,31,3140159,Mário Campos,NÃO,CLARO,1,1,1,null
Pará,15,94,1507508,São João do Araguaia,NÃO,CLARO,1,2,2,null
Minas Gerais,31,32,3172103,Volta Grande,NÃO,VIVO,1,2,2,null
Minas Gerais,31,33,3162559,São João do Manhuaçu,NÃO,CLARO,1,1,1,null
Piauí,22,86,2205409,Joaquim Pires,NÃO,CLARO,null,1,1,null
Pará,15,91,1507466,São João da Ponta,NÃO,TIM,null,null,2,null
Minas Gerais,31,31,3112208,Capela Nova,NÃO,CLARO,2,1,2,null
Piauí,22,89,2207355,Pajeú do Piauí,NÃO,CLARO,null,1,1,null
Pernambuco,26,81,2613800,São Vicente Férrer,NÃO,CLARO,1,1,1,null
Pará,15,91,1506609,Santa Maria do Pará,NÃO,VIVO,1,1,2,null
Minas Gerais,31,37,3104205,Arcos,NÃO,ALGAR,null,1,1,null
Minas Gerais,31,35,3107109,Boa Esperança,NÃO,TIM,4,1,1,null
Paraíba,25,83,2500908,Arara,NÃO,CLARO,null,1,null,null
Piauí,22,89,2206605,Monte Alegre do Piauí,NÃO,VIVO,1,1,3,null
Bahia,29,75,2911600,Governador Mangabeira,NÃO,VIVO,1,1,1,null
Amazonas,13,97,1302207,Juruá,NÃO,VIVO,1,null,null,null
Rio de Janeiro,33,24,3305406,Sapucaia,NÃO,VIVO,1,1,1,null
Maranhão,21,98,2107357,Nova Olinda do Maranhão,NÃO,CLARO,1,1,1,null
Piauí,22,89,2203354,Dirceu Arcoverde,NÃO,TIM,null,null,1,null
Sergipe,28,79,2804706,Nossa Senhora de Lourdes,NÃO,TIM,null,null,1,null
Piauí,22,89,2204105,Francisco Ayres,NÃO,VIVO,null,1,null,null
Ceará,23,85,2310704,Pentecoste,NÃO,TIM,1,1,2,1
Maranhão,21,99,2111904,Sucupira do Norte,NÃO,CLARO,null,1,null,null
Minas Gerais,31,38,3142700,Montalvânia,NÃO,CLARO,null,1,null,null
Piauí,22,86,2203503,Elesbão Veloso,NÃO,VIVO,null,1,1,null
Tocantins,17,63,1705508,Colinas do Tocantins,NÃO,CLARO,3,3,3,null
Paraíba,25,83,2505238,Cuité de Mamanguape,NÃO,TIM,null,1,1,null
Minas Gerais,31,37,3135308,Japaraíba,NÃO,VIVO,null,1,1,null
São Paulo,35,17,3532801,Nova Aliança,NÃO,VIVO,2,2,2,null
Pernambuco,26,87,2608800,Lajedo,NÃO,CLARO,1,1,1,null
Rio Grande do Sul,43,51,4306205,Cruzeiro do Sul,NÃO,TIM,2,null,1,null
Minas Gerais,31,33,3154002,Raul Soares,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3549904,São José dos Campos,NÃO,CLARO,55,83,105,96
Santa Catarina,42,47,4210605,Massaranduba,NÃO,CLARO,2,1,2,null
Mato Grosso do Sul,50,67,5007554,Santa Rita do Pardo,NÃO,TIM,null,null,1,null
Rio Grande do Sul,43,51,4321105,Tapes,NÃO,TIM,2,2,2,null
São Paulo,35,18,3543238,Ribeirão dos Índios,NÃO,TIM,null,1,1,null
Paraíba,25,83,2512903,Rio Tinto,NÃO,TIM,2,1,2,null
Pernambuco,26,87,2611101,Petrolina,NÃO,VIVO,19,36,55,29
Tocantins,17,63,1713601,Monte do Carmo,NÃO,CLARO,1,1,1,null
Bahia,29,73,2914802,Itabuna,NÃO,CLARO,13,18,18,6
Bahia,29,77,2930303,Serra Dourada,NÃO,CLARO,1,1,1,null
Minas Gerais,31,33,3127057,Fronteira dos Vales,NÃO,TIM,null,null,1,null
Minas Gerais,31,33,3101805,Alpercata,NÃO,VIVO,2,2,3,null
Minas Gerais,31,33,3131802,Itabirinha,NÃO,CLARO,1,1,1,null
Bahia,29,74,2918357,João Dourado,NÃO,VIVO,2,3,3,null
Rio Grande do Norte,24,84,2400901,Antônio Martins,NÃO,CLARO,null,1,1,null
Paraná,41,44,4103909,Campina da Lagoa,NÃO,VIVO,null,1,1,null
Alagoas,27,82,2701001,Boca da Mata,NÃO,TIM,2,2,1,null
Rio Grande do Sul,43,54,4322509,Vacaria,NÃO,TIM,6,4,15,null
Tocantins,17,63,1720150,São Félix do Tocantins,NÃO,VIVO,1,null,1,null
Rio Grande do Norte,24,84,2404606,Ielmo Marinho,NÃO,TIM,null,null,1,null
Piauí,22,89,2208874,Ribeira do Piauí,NÃO,CLARO,1,1,1,null
São Paulo,35,13,3531100,Mongaguá,NÃO,TIM,9,9,9,3
Piauí,22,89,2209500,Santo Inácio do Piauí,NÃO,CLARO,1,1,1,null
Goiás,52,64,5204201,Cachoeira de Goiás,NÃO,CLARO,1,null,1,null
Santa Catarina,42,49,4216909,São Lourenço do Oeste,NÃO,VIVO,2,null,null,null
Piauí,22,86,2202711,Cocal de Telha,NÃO,VIVO,2,1,2,null
Santa Catarina,42,47,4205159,Doutor Pedrinho,NÃO,VIVO,null,2,2,null
Rio de Janeiro,33,24,3300100,Angra dos Reis,NÃO,TIM,23,26,63,12
Rio de Janeiro,33,22,3304524,Rio das Ostras,NÃO,VIVO,16,27,29,18
Paraíba,25,83,2516102,Soledade,NÃO,CLARO,1,1,1,null
Bahia,29,74,2905909,Campo Alegre de Lourdes,NÃO,CLARO,null,2,null,null
Bahia,29,77,2928208,Santana,NÃO,VIVO,1,1,1,null
Acre,12,68,1200609,Tarauacá,NÃO,CLARO,1,1,1,null
Goiás,52,62,5219605,Santa Tereza de Goiás,NÃO,TIM,null,null,2,null
Goiás,52,62,5208608,Goianésia,NÃO,VIVO,2,4,6,4
Maranhão,21,99,2112233,Trizidela do Vale,NÃO,BRISANET,null,null,1,1
Minas Gerais,31,32,3110103,Caiana,NÃO,TIM,null,1,1,null
Maranhão,21,98,2110104,Santa Quitéria do Maranhão,NÃO,CLARO,null,1,1,null
Paraná,41,42,4121505,Rebouças,NÃO,CLARO,1,1,1,null
São Paulo,35,12,3531704,Monteiro Lobato,NÃO,VIVO,1,4,4,null
Paraná,41,44,4128625,Alto Paraíso,NÃO,VIVO,1,1,1,null
Ceará,23,88,2307106,Jardim,NÃO,TIM,1,null,2,null
Rio Grande do Sul,43,51,4315149,Presidente Lucena,NÃO,VIVO,1,2,2,null
